x
alpha-Aminobutyric acid
Adenosine
Asymmetric dimethylarginine
Alanine
Arginine
Asparagine
Aspartic acid
beta-Alanine
Betaine
Choline
Citrulline
Creatine
Creatinine
Ethanolamine
Glutamine
Glutamic acid
Glycine
Guanine
Histidine
Homoarginine
Hypoxanthine
Isoleucine
Indole
Kynurenine
Leucine
Lysine
Methionine
Methionine sulfoxide
Methylhistidine
N1-Acetylspermidine
N-Acetylputrescine
Nudifloramide
Ornithine
Phenylalanine
Proline
Sarcosine
Serine
Taurine
Threonine
Thymidine
Trimethylamine N-Oxide
trans-4-Hydroxyproline
Tryptophan
Tyrosine
Uridine
Valine
Urea
Glucose
TG(18:1_32:1)
TG(18:1_32:2)
TG(18:1_32:3)
TG(18:1_34:1)
TG(18:1_34:2)
TG(18:1_34:3)
TG(18:1_34:4)
TG(18:1_35:2)
TG(18:1_35:3)
TG(18:1_36:1)
TG(18:1_36:2)
TG(18:1_36:3)
TG(18:1_36:4)
TG(18:1_36:5)
TG(18:1_36:6)
TG(18:1_38:5)
TG(18:1_38:6)
TG(18:1_38:7)
TG(18:2_30:0)
TG(18:2_32:0)
TG(18:2_32:1)
TG(18:2_32:2)
TG(18:2_33:1)
TG(18:2_33:2)
TG(18:2_34:0)
TG(18:2_34:1)
TG(18:2_34:2)
TG(18:2_34:3)
TG(18:2_34:4)
TG(18:2_35:1)
TG(18:2_35:2)
TG(18:2_35:3)
TG(18:2_36:0)
TG(18:2_36:1)
TG(18:2_36:2)
TG(18:2_36:3)
TG(18:2_36:4)
TG(18:2_36:5)
TG(18:2_38:4)
TG(18:2_38:5)
TG(18:2_38:6)
TG(18:3_30:0)
TG(18:3_32:0)
TG(18:3_32:1)
TG(18:3_34:0)
TG(18:3_34:1)
TG(18:3_34:2)
TG(18:3_34:3)
TG(18:3_36:1)
TG(18:3_36:2)
TG(18:3_36:3)
TG(18:3_36:4)
TG(18:3_38:5)
TG(20:0_32:3)
TG(20:0_32:4)
TG(20:1_32:3)
TG(20:1_34:0)
TG(20:1_34:1)
TG(20:1_34:2)
TG(20:1_34:3)
TG(20:2_34:1)
TG(20:2_34:2)
TG(20:2_34:3)
TG(20:3_32:0)
TG(20:3_34:0)
TG(20:3_34:1)
TG(20:3_34:2)
TG(20:3_34:3)
TG(20:3_36:3)
TG(20:3_36:4)
TG(20:4_32:0)
TG(20:4_32:1)
TG(20:4_34:0)
TG(20:4_34:1)
TG(20:4_34:2)
TG(20:4_34:3)
TG(20:4_36:2)
TG(20:4_36:3)
TG(20:4_36:4)
TG(20:5_34:1)
TG(20:5_34:2)
TG(20:5_36:3)
TG(22:4_34:2)
TG(22:5_34:1)
TG(22:5_34:2)
TG(22:6_32:0)
TG(22:6_32:1)
TG(22:6_34:1)
TG(22:6_34:2)
Uric acid
Lactic acid
3-Aminoisobutyric acid
Dimethylglycine
2-Hydroxybutyric acid
2-Hydroxyisobutyric acid
3-Hydroxybutyric acid
3-Hydroxyisobutyric acid
Glyceric acid
Guanidoacetic acid
N-Acetyl-Glycine
2-Hydroxyisovaleric acid
3-Hydroxyisovaleric acid
5-Oxoproline
Pipecolic acid
N-Acetyl-Alanine
2-Hydroxy-3-methylvaleric acid
Phenylacetic acid
Threonic acid
Caprylic acid
N-Acetyl-Serine
4-Hydroxyphenylacetic acid
N-Acetyl-Proline
N-Acetyl-Asparagine
3-Indoleacetic acid
Argininic acid
Hippuric acid
N1-Acetyl-Lysine
N1-Acetyl-Lysine + N6-Acetyl-Lysine
Kynurenic acid
Indole-3-propionic acid
N-Acetyl-Histidine
Indolelactic acid
Pyruvic acid
Oxalic acid
alpha-Ketoisovaleric acid
Fumaric acid
Methylmalonic acid
Succinic acid
Phenylacetylglutamine
2-oxoisocaproic acid
Ethylmalonic acid
Glutaric acid
Malic acid
2-hydroxyglutaric acid
2-oxoadipic acid
3-Methyladipic acid
3-Deoxyglucosone
Quinolinic acid
N-Acetyl-Aspartic acid
N-Acetyl-Glutamic acid
CMPF
alpha-Ketoglutaric acid
cis-Aconitic acid
Citric acid
